objectID,isHighlight,accessionNumber,isPublicDomain,primaryImage,primaryImageSmall,constituents/0,department,objectName,title,culture,period,dynasty,reign,portfolio,artistRole,artistPrefix,artistDisplayName,artistDisplayBio,artistSuffix,artistAlphaSort,artistNationality,artistBeginDate,artistEndDate,objectDate,objectBeginDate,objectEndDate,medium,dimensions,creditLine,geographyType,city,state,county,country,region,subregion,locale,locus,excavation,river,classification,rightsAndReproduction,linkResource,metadataDate,repository,objectURL,tags/0,constituents/0/role,constituents/0/name,constituents/1/role,constituents/1/name,constituents/2/role,constituents/2/name,constituents/3/role,constituents/3/name,tags/1,tags/2,tags/3,tags/4,additionalImages/0,additionalImages/1,additionalImages/2,additionalImages/3,additionalImages/4,additionalImages/5,additionalImages/6,additionalImages/7,additionalImages/8,tags/5,tags/6,tags/7,tags/8,tags/9,tags/10,tags/11,tags/12,tags/13,additionalImages/9,additionalImages/10,additionalImages/11,additionalImages/12,tags/14,tags/15,tags/16,tags/17,constituents/4/role,constituents/4/name,additionalImages/13,additionalImages/14,additionalImages/15,additionalImages/16,additionalImages/17,additionalImages/18,additionalImages/19,additionalImages/20,additionalImages/21,additionalImages/22
570721,false,04.2.477,true,https://images.metmuseum.org/CRDImages/eg/original/04.2.477_EGDP014404.jpg,https://images.metmuseum.org/CRDImages/eg/web-large/04.2.477_EGDP014404.jpg,,Egyptian Art,"Figurine, cat",Cat,,Late Period–Ptolemaic Period,,,,,,,,,,,,,664–30 B.C.,-664,-30,Cupreous metal,"H. 6.1 cm (2 3/8 in.); W. 2.1 cm (13/16 in.); L. 3.8 cm (1 1/2 in.)
H. (with tang): 6.5 cm (2 9/16 in.)","Gift of Darius Ogden Mills, 1904",From,,,,Egypt,,,,,,,,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/570721,Cats,,,,,,,,,,,,,https://images.metmuseum.org/CRDImages/eg/original/04.2.477_EGDP014405.jpg,https://images.metmuseum.org/CRDImages/eg/original/04.2.477_EGDP014406.jpg,https://images.metmuseum.org/CRDImages/eg/original/04.2.477_EGDP014407.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546074,false,40.5,true,https://images.metmuseum.org/CRDImages/eg/original/40.5_EGDP014380.jpg,https://images.metmuseum.org/CRDImages/eg/web-large/40.5_EGDP014380.jpg,,Egyptian Art,"Head, cat",Head of a cat,,Late Period–Ptolemaic Period,,,,,,,,,,,,,664–30 B.C.,-664,-30,Cupreous metal,H. 11 cm (4 5/16 in.); W. 10.3 cm (4 1/16 in.); D. 10 cm (3 15/16 in.),"Gift of Mary Prindivile, in memory of Mrs. Cornelius Sullivan, 1940",From,,,,Egypt,,,,,,,,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/546074,Cats,,,,,,,,,,,,,https://images.metmuseum.org/CRDImages/eg/original/40.5_EGDP014381.jpg,https://images.metmuseum.org/CRDImages/eg/original/40.5_EGDP014382.jpg,https://images.metmuseum.org/CRDImages/eg/original/40.5_EGDP014383.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570711,false,86.1.80,true,https://images.metmuseum.org/CRDImages/eg/original/86.1.80_EGDP022126.jpg,https://images.metmuseum.org/CRDImages/eg/web-large/86.1.80_EGDP022126.jpg,,Egyptian Art,"Head, cat",Head of a cat,,Late Period–Ptolemaic Period,,,,,,,,,,,,,664–30 B.C.,-664,-30,Cupreous metal,H. 9.7 cm (3 13/16 in.); W. 7 cm (2 3/4 in.); D. 8 cm (3 1/8 in.),"Funds from various donors, 1886",From,,,,Egypt,,,,,,,,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/570711,Cats,,,,,,,,,,,,,https://images.metmuseum.org/CRDImages/eg/original/86.1.80_EGDP022130.jpg,https://images.metmuseum.org/CRDImages/eg/original/86.1.80_EGDP022131.jpg,https://images.metmuseum.org/CRDImages/eg/original/86.1.80_EGDP022128.jpg,https://images.metmuseum.org/CRDImages/eg/original/86.1.80_EGDP022129.jpg,https://images.metmuseum.org/CRDImages/eg/original/86.1.80_EGDP022127.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572107,false,04.2.468,true,https://images.metmuseum.org/CRDImages/eg/original/04.2.468_EGDP014412.jpg,https://images.metmuseum.org/CRDImages/eg/web-large/04.2.468_EGDP014412.jpg,,Egyptian Art,"Head, cat",Head of a cat,,Late Period–Ptolemaic Period,,,,,,,,,,,,,664–30 B.C.,-664,-30,Cupreous metal,H. 9.2 cm (3 5/8 in.); W. 6.6 cm (2 5/8 in.); D. 8.5 cm (3 3/8 in.),"Gift of Darius Ogden Mills, 1904",From,,,,Egypt,,,,,,,,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/572107,Cats,,,,,,,,,,,,,https://images.metmuseum.org/CRDImages/eg/original/04.2.468_EGDP014413.jpg,https://images.metmuseum.org/CRDImages/eg/original/04.2.468_EGDP014414.jpg,https://images.metmuseum.org/CRDImages/eg/original/04.2.468_EGDP014415.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572105,false,04.2.474,true,https://images.metmuseum.org/CRDImages/eg/original/04.2.474_EGDP014416.jpg,https://images.metmuseum.org/CRDImages/eg/web-large/04.2.474_EGDP014416.jpg,,Egyptian Art,"Figurine, cat",Cat,,Late Period–Ptolemaic Period,,,,,,,,,,,,,664–30 B.C.,-664,-30,Cupreous metal,"H. 11.2 cm (4 7/16 in.); W. 4.1 cm (1 5/8 in.); L. 6.7 cm (2 5/8 in.)
H. (with tangs): 12.4 cm (4 7/8 in.)","Gift of Darius Ogden Mills, 1904",From,,,,Egypt,,,,,,,,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/572105,Cats,,,,,,,,,,,,,https://images.metmuseum.org/CRDImages/eg/original/04.2.474_EGDP014417.jpg,https://images.metmuseum.org/CRDImages/eg/original/04.2.474_EGDP014418.jpg,https://images.metmuseum.org/CRDImages/eg/original/04.2.474_EGDP014419.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570750,false,1977.260,true,https://images.metmuseum.org/CRDImages/eg/original/1977.260_EGDP014424.jpg,https://images.metmuseum.org/CRDImages/eg/web-large/1977.260_EGDP014424.jpg,,Egyptian Art,"Head, cat",Head of a cat,,Late Period,,,,,,,,,,,,,664–332 B.C.,-664,-664,Cupreous metal,H. 10.9 cm (4 5/16 in.); W. 9.2 cm (3 5/8 in.); D. 8.6 cm (3 3/8 in.),"Bequest of Gladys Emerson Cook, 1977",From,,,,Egypt,,,,,,,,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/570750,Cats,,,,,,,,,,,,,https://images.metmuseum.org/CRDImages/eg/original/1977.260_EGDP014425.jpg,https://images.metmuseum.org/CRDImages/eg/original/1977.260_EGDP014426.jpg,https://images.metmuseum.org/CRDImages/eg/original/1977.260_EGDP014427.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552026,false,04.2.469,true,https://images.metmuseum.org/CRDImages/eg/original/04.2.469_EGDP014388.jpg,https://images.metmuseum.org/CRDImages/eg/web-large/04.2.469_EGDP014388.jpg,,Egyptian Art,"Head, cat",Head of a cat,,Late Period–Ptolemaic Period,,,,,,,,,,,,,664–30 B.C.,-664,-30,Cupreous metal,H. 5.2 cm (2 1/16 in.); W. 4.2 cm (1 5/8 in.); D. 4.5 cm (1 3/4 in.),"Gift of Darius Ogden Mills, 1904",From,,,,Egypt,,,,,,,,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/552026,Cats,,,,,,,,,,,,,https://images.metmuseum.org/CRDImages/eg/original/04.2.469_EGDP014389.jpg,https://images.metmuseum.org/CRDImages/eg/original/04.2.469_EGDP014390.jpg,https://images.metmuseum.org/CRDImages/eg/original/04.2.469_EGDP014391.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552037,false,10.130.1333,true,https://images.metmuseum.org/CRDImages/eg/original/10.130.1333_EGDP014376.jpg,https://images.metmuseum.org/CRDImages/eg/web-large/10.130.1333_EGDP014376.jpg,,Egyptian Art,"Head, cat",Head of a cat,,Late Period–Ptolemaic Period,,,,,,,,,,,,,664–30 B.C.,-664,-30,Cupreous metal,H. 12.2 cm (4 13/16 in.); W. 8.2 cm (3 1/4 in.); D. 10.4 cm (4 1/8 in.),"Gift of Helen Miller Gould, 1910",From,,,,Egypt,,,,,,,,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/552037,Cats,,,,,,,,,Goddess,,,,https://images.metmuseum.org/CRDImages/eg/original/10.130.1333_EGDP014377.jpg,https://images.metmuseum.org/CRDImages/eg/original/10.130.1333_EGDP014378.jpg,https://images.metmuseum.org/CRDImages/eg/original/10.130.1333_EGDP014379.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577664,false,32.1.185,true,https://images.metmuseum.org/CRDImages/eg/original/32.1.185.jpg,https://images.metmuseum.org/CRDImages/eg/web-large/32.1.185.jpg,,Egyptian Art,"Amulet,cat",Cat Amulet,,Middle Kingdom,,,,,,,,,,,,,ca. 2030–1640 B.C.,-2030,-1640,Faience,H. 1.5 cm (9/16 in.),"Rogers Fund, 1932",From,,,,Egypt,Memphite Region,Lisht South,Roman Burial 2,,MMA excavations,,,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/577664,Cats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570733,false,04.2.601,true,https://images.metmuseum.org/CRDImages/eg/original/04.2.601_EGDP014446.jpg,https://images.metmuseum.org/CRDImages/eg/web-large/04.2.601_EGDP014446.jpg,,Egyptian Art,"Coffin box, cats on box",Two cats surmounting a box for an animal mummy,,Late Period–Ptolemaic Period,,,,,,,,,,,,,664–30 B.C.,-664,-30,Cupreous metal,H. 9.4 cm (3 11/16 in.); W. 8.7 cm (3 7/16 in.); D. 6.8 cm (2 11/16 in.),"Gift of Darius Ogden Mills, 1904",From,,,,Egypt,,,,,,,,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/570733,Cats,,,,,,,,,Coffins,,,,https://images.metmuseum.org/CRDImages/eg/original/04.2.601_EGDP014447.jpg,https://images.metmuseum.org/CRDImages/eg/original/04.2.601_EGDP014449.jpg,https://images.metmuseum.org/CRDImages/eg/original/04.2.601_EGDP014448.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558322,false,04.2.602,true,https://images.metmuseum.org/CRDImages/eg/original/04.2.602_EGDP014457.jpg,https://images.metmuseum.org/CRDImages/eg/web-large/04.2.602_EGDP014457.jpg,,Egyptian Art,"Figurine, cat, handle",Cat on a handle,,Late Period–Ptolemaic Period,,,,,,,,,,,,,664–30 B.C.,-664,-30,Cupreous metal,H. 7.9 cm (3 1/8 in.); W. 4.1 cm (1 5/8 in.); L. 3.4 cm (1 5/16 in.),"Gift of Darius Ogden Mills, 1904",From,,,,Egypt,,,,,,,,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/558322,Cats,,,,,,,,,,,,,https://images.metmuseum.org/CRDImages/eg/original/04.2.602_EGDP014458.jpg,https://images.metmuseum.org/CRDImages/eg/original/04.2.602_EGDP014456.jpg,https://images.metmuseum.org/CRDImages/eg/original/04.2.602_EGDP014459.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436433,false,89.15.8,true,https://images.metmuseum.org/CRDImages/ep/original/DP169648.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP169648.jpg,,European Paintings,Painting,A Boy with a Cat—Morning,,,,,,Artist,,Thomas Gainsborough,"British, Sudbury 1727–1788 London",,"Gainsborough, Thomas",British,1727,1788,1787,1787,1787,Oil on canvas,59 1/4 x 47 1/2 in. (150.5 x 120.7 cm),"Marquand Collection, Gift of Henry G. Marquand, 1889",,,,,,,,,,,,Paintings,,,2019-05-23T10:39:17.207Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/436433,Boys,Artist,Thomas Gainsborough,,,,,,,Cats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570729,false,04.2.589,true,https://images.metmuseum.org/CRDImages/eg/original/04.2.589_EGDP014428.jpg,https://images.metmuseum.org/CRDImages/eg/web-large/04.2.589_EGDP014428.jpg,,Egyptian Art,"Figurine, cat head",Cat head,,Late Period–Ptolemaic Period,,,,,,,,,,,,,664–30 B.C.,-664,-30,Cupreous metal,H. 13.9 cm (5 1/2 in.); W. 9.3 cm (3 11/16 in.); D. 10.3 cm (4 1/16 in.),"Gift of Darius Ogden Mills, 1904",From,,,,Egypt,,,,,,,,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/570729,Cats,,,,,,,,,,,,,https://images.metmuseum.org/CRDImages/eg/original/04.2.589_EGDP014429.jpg,https://images.metmuseum.org/CRDImages/eg/original/04.2.589_EGDP014430.jpg,https://images.metmuseum.org/CRDImages/eg/original/04.2.589_EGDP014431.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450748,true,47.100.90,true,https://images.metmuseum.org/CRDImages/is/original/DP170378.jpg,https://images.metmuseum.org/CRDImages/is/web-large/DP170378.jpg,,Islamic Art,Ewer,Ewer with a Feline-Shaped Handle,,,,,,,,,,,,,,,7th century,600,699,"Bronze; cast, chased, and inlaid with copper",Max. H. 19 1/8 in. (48.5 cm); Max. Diam. 8 1/4 in. (21.1 cm),"Fletcher Fund, 1947",Attributed to,,,,Iran,,,,,,,Metal,,,2019-08-31T04:41:15.713Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/450748,Cats,,,,,,,,,Ewers,,,,https://images.metmuseum.org/CRDImages/is/original/sf47-100-90.jpg,https://images.metmuseum.org/CRDImages/is/original/47.100.90a.jpg,https://images.metmuseum.org/CRDImages/is/original/47.100.90b.jpg,https://images.metmuseum.org/CRDImages/is/original/47.100.90c.jpg,https://images.metmuseum.org/CRDImages/is/original/is47.100.90.AV1.jpg,https://images.metmuseum.org/CRDImages/is/original/is47.100.90.R.jpg,https://images.metmuseum.org/CRDImages/is/original/DT479.jpg,https://images.metmuseum.org/CRDImages/is/original/DP170377.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570731,false,04.2.596,true,https://images.metmuseum.org/CRDImages/eg/original/04.2.596_EGDP014392.jpg,https://images.metmuseum.org/CRDImages/eg/web-large/04.2.596_EGDP014392.jpg,,Egyptian Art,"Figurine, cat head",Cat head,,Late Period–Ptolemaic Period,,,,,,,,,,,,,664–30 B.C.,-664,-30,Cupreous metal,H. 4.2 cm (1 5/8 in.); W. 3.5 cm (1 3/8 in.); D. 3.7 cm (1 7/16 in.),"Gift of Darius Ogden Mills, 1904",From,,,,Egypt,,,,,,,,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/570731,Cats,,,,,,,,,,,,,https://images.metmuseum.org/CRDImages/eg/original/04.2.596_EGDP014393.jpg,https://images.metmuseum.org/CRDImages/eg/original/04.2.596_EGDP014394.jpg,https://images.metmuseum.org/CRDImages/eg/original/04.2.596_EGDP014395.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391372,false,17.3.756–617,true,https://images.metmuseum.org/CRDImages/dp/original/MM59517.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/MM59517.jpg,,Drawings and Prints,Print,The Favourite Cat and De La-Tour Painter,,,,,,Artist,,John Kay,"British, Dalkeith, Scotland 1742–1826 Edinburgh",,"Kay, John","British, Scottish",1742,1826,1813,1813,1813,"Etching, engraving and stipple",sheet: 4 5/8 x 6 in. (11.8 x 15.3 cm),"Harris Brisbane Dick Fund, 1917",,,,,,,,,,,,Prints,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/391372,Men,Artist,John Kay,Sitter,Portrait of Maurice Quentin de La Tour,,,,,Cats,Artists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13576,false,38.157,true,https://images.metmuseum.org/CRDImages/ad/original/DT823.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DT823.jpg,,The American Wing,Carpet,Embroidered Carpet,American,,,,,Maker,,Zeruah H. Guernsey Caswell,1805–ca. 1895,,"Caswell, Zeruah H. Guernsey",,1805,1895,1832–35,1832,1835,"Wool, embroidered in chain-stitch",156 x 147 in. (396.2 x 373.4 cm),"Gift of Katharine Keyes, in memory of her father, Homer Eaton Keyes, 1938",Made in,Castleton,Vermont,,United States,New England,,,,,,Textiles,,,2019-07-12T03:00:32.597Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/13576,Birds,Maker,Zeruah H. Guernsey Caswell,,,,,,,Cats,Flowers,Dogs,Plants,https://images.metmuseum.org/CRDImages/ad/original/DT272980.jpg,https://images.metmuseum.org/CRDImages/ad/original/DT272981.jpg,https://images.metmuseum.org/CRDImages/ad/original/DT272982.jpg,https://images.metmuseum.org/CRDImages/ad/original/DT272983.jpg,https://images.metmuseum.org/CRDImages/ad/original/DT272984.jpg,https://images.metmuseum.org/CRDImages/ad/original/DT272985.jpg,https://images.metmuseum.org/CRDImages/ad/original/DT272986.jpg,https://images.metmuseum.org/CRDImages/ad/original/DT272987.jpg,https://images.metmuseum.org/CRDImages/ad/original/SC65324.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352430,false,33.30,true,https://images.metmuseum.org/CRDImages/dp/original/MM59517.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/MM59517.jpg,,Drawings and Prints,Album,Portraits of Eminent Scotch Characters,,,,,,Artist,Drawn and etched by,John Kay,"British, Dalkeith, Scotland 1742–1826 Edinburgh",,"Kay, John","British, Scottish",1742,1826,1784–1819,1784,1819,Etching,Overall: 12 3/4 x 9 3/4 x 2 3/16 in. (32.4 x 24.8 x 5.6 cm),"Harris Brisbane Dick Fund, 1933",,,,,,,,,,,,Albums,,,2019-02-21T03:00:46.757Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/352430,Men,Artist,Drawn and etched by John Kay,,,,,,,Portraits,Cats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436545,true,49.7.41,true,https://images.metmuseum.org/CRDImages/ep/original/DP287624.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP287624.jpg,,European Paintings,Painting,Manuel Osorio Manrique de Zuñiga (1784–1792),,,,,,Artist,,Goya (Francisco de Goya y Lucientes),"Spanish, Fuendetodos 1746–1828 Bordeaux",,Goya (Francisco de Goya y Lucientes),Spanish,1746,1828,1787–88,1787,1788,Oil on canvas,50 x 40 in. (127 x 101.6 cm),"The Jules Bache Collection, 1949",,,,,,,,,,,,Paintings,,,2019-08-15T17:33:38.683Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/436545,Birds,Artist,Goya (Francisco de Goya y Lucientes),,,,,,,Boys,Portraits,Cats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437747,false,1982.60.31,true,https://images.metmuseum.org/CRDImages/ep/original/DP146465.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP146465.jpg,,European Paintings,Painting,The Dissolute Household,,,,,,Artist,,Jan Steen,"Dutch, Leiden 1626–1679 Leiden",,"Steen, Jan",Dutch,1626,1679,ca. 1663–64,1663,1664,Oil on canvas,42 1/2 x 35 1/2 in. (108 x 90.2 cm),"The Jack and Belle Linsky Collection, 1982",,,,,,,,,,,,Paintings,,,2019-07-13T03:00:36.63Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/437747,Sleeping,Artist,Jan Steen,,,,,,,Games,Food,Interiors,Men,,,,,,,,,,Women,Lutes,Cats,Drinking,,,,,,,,,,,,,,,,,,,,,,,,,
547604,false,26.7.773,true,https://images.metmuseum.org/CRDImages/eg/original/26.7.773 (1).jpg,https://images.metmuseum.org/CRDImages/eg/web-large/26.7.773 (1).jpg,,Egyptian Art,"Ring, design amulet, feline head",Ring with a Feline's Head,,New Kingdom,Dynasty 18,reign of Ahmose–Thutmose III,,,,,,,,,,,ca. 1550–1425 B.C.,-1550,-1550,"Steatite (glazed), copper
Green glazed steatite lion head seal, mounted on copper wire ring","Ring: w. 2.1 cm (13/16 in); l. 2.2 cm (7/8 in); h. 0.7 cm (1/4 in)
Feline: l. 1.1 cm (7/16 in); w. 0.9 cm (3/8 in); h. 0.7 cm (1/4 in)","Purchase, Edward S. Harkness Gift, 1926",From,,,,Egypt,"Upper Egypt, Thebes",Asasif,,,"Carnarvon/Carter excavations, 1907–14",,,,,2019-05-22T03:00:45.347Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/547604,Cats,,,,,,,,,,,,,https://images.metmuseum.org/CRDImages/eg/original/scarabgroup_1._op.jpg,https://images.metmuseum.org/CRDImages/eg/original/scarabgroup_1_bot.jpg,https://images.metmuseum.org/CRDImages/eg/original/26.7.773 (2).jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53222,false,2015.300.66,true,https://images.metmuseum.org/CRDImages/as/original/DP361166.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP361166.jpg,,Asian Art,Hanging scroll,Musk Cat,Japan,Muromachi period (1392–1573),,,,Artist,,Uto Gyoshi,"Japanese, active second half of 16th century",,Uto Gyoshi,,1550,1599,second half of the 16th century,1550,1599,Hanging scroll; ink and color on paper,"Image: 29 15/16 × 18 5/16 in. (76 × 46.5 cm)
Overall with mounting: 66 1/8 × 24 1/8 in. (168 × 61.3 cm)
Overall with knobs: 66 1/8 × 25 7/8 in. (168 × 65.8 cm)","Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015",,,,,,,,,,,,Paintings,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/53222,Birds,Artist,Uto Gyoshi,,,,,,,Cats,Flowers,Leaves,,https://images.metmuseum.org/CRDImages/as/original/SL_8_2000_2_30.JPG,https://images.metmuseum.org/CRDImages/as/original/DP361157.jpg,https://images.metmuseum.org/CRDImages/as/original/2015_300_66_D1_Burke.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552029,false,04.2.476,true,https://images.metmuseum.org/CRDImages/eg/original/04.2.476_EGDP014452.jpg,https://images.metmuseum.org/CRDImages/eg/web-large/04.2.476_EGDP014452.jpg,,Egyptian Art,"Figurine, cat, on base",Cat on base inscribed for Bastet and an offerer,,Late Period–Ptolemaic Period,,,,,,,,,,,,,664–30 B.C.,-664,-30,Cupreous metal,H. 4.8 cm (1 7/8 in.); W. 2.5 cm (1 in.); L. 5.7 cm (2 1/4 in.),"Gift of Darius Ogden Mills, 1904",From,,,,Egypt,,,,,,,,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/552029,Hieroglyphs,,,,,,,,,Cats,,,,https://images.metmuseum.org/CRDImages/eg/original/04.2.476_EGDP014453.jpg,https://images.metmuseum.org/CRDImages/eg/original/04.2.476_EGDP014454.jpg,https://images.metmuseum.org/CRDImages/eg/original/04.2.476_EGDP014455.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552058,false,"29.5a, b",true,https://images.metmuseum.org/CRDImages/eg/original/29.5.a_b_EGDP022204.jpg,https://images.metmuseum.org/CRDImages/eg/web-large/29.5.a_b_EGDP022204.jpg,,Egyptian Art,"Figurine group, cat with kittens",Cat with kittens on damaged box for animal mummy,,Late Period–Ptolemaic Period,,,,,,,,,,,,,664–30 B.C.,-664,-30,Cupreous metal,H. 11 cm (4 5/16 in.); W. 9.4 cm (3 11/16 in.); L. 13.8 cm (5 7/16 in.),"Gift of Abby Aldrich Rockefeller, 1929",From,,,,Egypt,,,,,,,,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/552058,Cats,,,,,,,,,,,,,https://images.metmuseum.org/CRDImages/eg/original/29.5.a_b_EGDP022205.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243771,false,74.51.4503,true,https://images.metmuseum.org/CRDImages/gr/original/74514503.jpg,https://images.metmuseum.org/CRDImages/gr/web-large/74514503.jpg,,Greek and Roman Art,"Amulet, cat","Amulet, cat",,,,,,,,,,,,,,,,-7000,330,"Clay, glazed",Other: 7/8 x 5/16 x 5/8 in. (2.2 x 0.8 x 1.6 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,,,,,,,,,,,Gold and Silver,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/243771,Amulets,,,,,,,,,Cats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47051,false,32.100.423,true,https://images.metmuseum.org/CRDImages/as/original/101895.jpg,https://images.metmuseum.org/CRDImages/as/web-large/101895.jpg,,Asian Art,Cat,Cat,China,"Qing dynasty (1644–1911), Kangxi period (1662–1722)",,,,,,,,,,,,,,1662,1722,Porcelain with black enamel,H. 4 7/8 in. (12.4 cm); L. 4 5/8 in. (11.7 cm); D. 5 3/4 in. (14.6 cm),"The Friedsam Collection, Bequest of Michael Friedsam, 1931",,,,,,,,,,,,Ceramics,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/47051,Sculpture,,,,,,,,,Cats,,,,https://images.metmuseum.org/CRDImages/as/original/88164.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47052,false,32.100.424,true,https://images.metmuseum.org/CRDImages/as/original/101895.jpg,https://images.metmuseum.org/CRDImages/as/web-large/101895.jpg,,Asian Art,Cat,Cat,China,"Qing dynasty (1644–1911), Kangxi period (1662–1722)",,,,,,,,,,,,,,1662,1722,Porcelain with black enamel,H. 4 7/8 in. (12.4 cm); L. 4 5/8 in. (11.7 cm); D. 5 3/4 in. (14.6 cm),"The Friedsam Collection, Bequest of Michael Friedsam, 1931",,,,,,,,,,,,Ceramics,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/47052,Sculpture,,,,,,,,,Cats,,,,https://images.metmuseum.org/CRDImages/as/original/88164.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
