objectID,isHighlight,accessionNumber,isPublicDomain,primaryImage,primaryImageSmall,additionalImages/0,additionalImages/1,additionalImages/2,constituents/0,department,objectName,title,culture,period,dynasty,reign,portfolio,artistRole,artistPrefix,artistDisplayName,artistDisplayBio,artistSuffix,artistAlphaSort,artistNationality,artistBeginDate,artistEndDate,objectDate,objectBeginDate,objectEndDate,medium,dimensions,creditLine,geographyType,city,state,county,country,region,subregion,locale,locus,excavation,river,classification,rightsAndReproduction,linkResource,metadataDate,repository,objectURL,tags/0,constituents/0/role,constituents/0/name,tags/1,tags/2,tags/3,tags/4,additionalImages/3,additionalImages/4,additionalImages/5,additionalImages/6,constituents/1/role,constituents/1/name,constituents/2/role,constituents/2/name,constituents/3/role,constituents/3/name,tags/5,additionalImages/7,additionalImages/8,additionalImages/9,additionalImages/10,additionalImages/11,additionalImages/12,additionalImages/13,additionalImages/14,additionalImages/15,additionalImages/16,tags/6,tags/7,tags/8,tags/9,tags/10,additionalImages/17,additionalImages/18,additionalImages/19,additionalImages/20,additionalImages/21,additionalImages/22,additionalImages/23,additionalImages/24,additionalImages/25,additionalImages/26,additionalImages/27,additionalImages/28,additionalImages/29,additionalImages/30,additionalImages/31,additionalImages/32,additionalImages/33,additionalImages/34,additionalImages/35,additionalImages/36,tags/11,tags/12,additionalImages/37,additionalImages/38,additionalImages/39,additionalImages/40,additionalImages/41,additionalImages/42,additionalImages/43,constituents/4/role,constituents/4/name,tags/13,tags/14,tags/15,additionalImages/44,additionalImages/45,additionalImages/46,additionalImages/47,additionalImages/48,additionalImages/49,additionalImages/50,additionalImages/51,additionalImages/52,additionalImages/53,additionalImages/54,additionalImages/55,constituents/5/role,constituents/5/name,constituents/6/role,constituents/6/name,constituents/7/role,constituents/7/name,constituents/8/role,constituents/8/name,constituents/9/role,constituents/9/name,constituents/10/role,constituents/10/name,additionalImages/56,additionalImages/57,additionalImages/58,additionalImages/59,additionalImages/60,additionalImages/61,additionalImages/62,additionalImages/63,additionalImages/64,additionalImages/65,additionalImages/66,additionalImages/67,additionalImages/68,tags/16,tags/17
377355,false,60.623.18(5),true,https://images.metmuseum.org/CRDImages/dp/original/DP817814.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP817814.jpg,,,,,Drawings and Prints,Print,"Plate 5: two horsemen in a stream to right, riding towards the left, following four dogs chasing a stag, another dog running into the water from the left, from 'Various landscapes' (Divers paysages)",,,,,'Various landscapes' (Divers paysages),Artist,,Stefano della Bella,"Italian, Florence 1610–1664 Florence",,"Bella, Stefano della",Italian,1610,1664,ca. 1641,1636,1646,Etching; second state of two,Sheet (trimmed): 4 5/8 × 10 1/4 in. (11.7 × 26 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1960",,,,,,,,,,,,Prints,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/377355,Hunting,Artist,Stefano della Bella,Horse Riding,Deer,Dogs,Bodies of Water,,,,,Publisher,Israël Henriet,Dedicatee,Louis de Bourbon duc d&#39;Anguien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413307,false,2012.136.555.11,true,https://images.metmuseum.org/CRDImages/dp/original/DP827784.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP827784.jpg,,,,,Drawings and Prints,Print,"Plate 5:  two horsemen in a stream to right, riding towards the left, following four dogs chasing a stag, another dog running into the water from the left, from 'Various landscapes' (Divers paysages)",,,,,'Various landscapes' (Divers paysages),Artist,,Stefano della Bella,"Italian, Florence 1610–1664 Florence",,"Bella, Stefano della",Italian,1610,1664,ca. 1641,1636,1646,Etching; second state of two,Sheet: 4 1/2 x 10 1/4 in. (11.5 x 26 cm),"Bequest of Phyllis Massar, 2011",,,,,,,,,,,,Prints,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/413307,Human Figures,Artist,Stefano della Bella,Horse Riding,Dogs,Landscapes,Trees,,,,,Publisher,Israël Henriet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375877,false,64.682.97,true,https://images.metmuseum.org/CRDImages/dp/original/DP817566.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP817566.jpg,,,,,Drawings and Prints,Print,"A riding school, a horseman with sword jumping directed by another man with a sword in center, a man standing next to his horse to right, various horsemen, the school, and two dogs in the background, from 'Varie figure'",,,,,'Varie figure',Artist,,Stefano della Bella,"Italian, Florence 1610–1664 Florence",,"Bella, Stefano della",Italian,1610,1664,ca. 1645,1640,1650,Etching; fourth of four states,Sheet: 4 1/4 × 6 1/4 in. (10.8 × 15.8 cm),"Gift of Harry G. Friedman, 1964",,,,,,,,,,,,Prints,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/375877,Schools,Artist,Stefano della Bella,Men,Horse Riding,Dogs,Students,,,,,Publisher,H. R. Young,,,,,Teachers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367530,false,24.63.1456,true,https://images.metmuseum.org/CRDImages/dp/original/DP821258.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP821258.jpg,,,,,Drawings and Prints,Print,Allegory of the Hunt; a hunter holding a large spear carrying a woman (Diana?) on his shoulders; five hunting dogs in the foreground and a retinue of male and female hunters in the background,,,,,,Artist,,Giorgio Ghisi,"Italian, Mantua ca. 1520–1582 Mantua",,"Ghisi, Giorgio",Italian,1515,1582,1556,1556,1556,Engraving,sheet: 14 1/8 x 9 13/16 in. (35.8 x 25 cm) trimmed to platemark,"Gift of Georgiana W. Sargent, in memory of John Osborne Sargent, 1924",,,,,,,,,,,,Prints,,,2019-07-31T03:00:40.447Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/367530,Arrows,Artist,Giorgio Ghisi,Swords,Spears,Men,Women,,,,,Artist,After Luca Penni,,,,,Hunting,,,,,,,,,,,Dogs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367533,false,1983.1003.1,true,https://images.metmuseum.org/CRDImages/dp/original/DP821255.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP821255.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP885650.jpg,,,,Drawings and Prints,Print,Allegory of the Hunt; a hunter holding a large spear carrying a woman (Diana?) on his shoulders; five hunting dogs in the foreground and a retinue of male and female hunters in the background,,,,,,Artist,,Giorgio Ghisi,"Italian, Mantua ca. 1520–1582 Mantua",,"Ghisi, Giorgio",Italian,1515,1582,1556,1556,1556,Engraving; second state of four,Sheet (Trimmed): 14 7/16 × 10 1/8 in. (36.7 × 25.7 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1983",,,,,,,,,,,,Prints,,,2019-05-05T02:59:29.253Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/367533,Spears,Artist,Giorgio Ghisi,Men,Female Nudes,Dogs,,,,,,Artist,After Luca Penni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411203,false,2012.136.537.3,true,https://images.metmuseum.org/CRDImages/dp/original/DP827727.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP827727.jpg,,,,,Drawings and Prints,Print Ornament & Architecture,"The villa at center flanked by four obelisks, a staircase to either side, a statue in a niche in center of staircases, various figures and dogs below, from 'Views of the villa at Pratolino' (Vues de la villa de Pratolino)",,,,,'Views of the villa at Pratolino' (Vues de la villa de Pratolino),Artist,,Stefano della Bella,"Italian, Florence 1610–1664 Florence",,"Bella, Stefano della",Italian,1610,1664,ca. 1653,1648,1658,Etching,"Sheet: 13 9/16 x 18 9/16 in. (34.5 x 47.1 cm)
Plate: 10 1/16 x 14 15/16 in. (25.6 x 37.9 cm)","Bequest of Phyllis Massar, 2011",,,,,,,,,,,,Prints,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/411203,Human Figures,Artist,Stefano della Bella,Houses,Obelisks,Stairs,Dogs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410345,false,2012.136.426.5,true,https://images.metmuseum.org/CRDImages/dp/original/DP833218.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP833218.jpg,,,,,Drawings and Prints,Print,"A riding school, a horseman with sword jumping directed by another man with a sword in center, a man standing next to his horse to right, various horsemen, the school, and two dogs in the background, from 'Varie figure'",,,,,'Varie figure',Artist,,Stefano della Bella,"Italian, Florence 1610–1664 Florence",,"Bella, Stefano della",Italian,1610,1664,ca. 1645,1640,1650,Etching; first state of four,Sheet: 4 1/8 x 6 1/8 in. (10.4 x 15.5 cm),"Bequest of Phyllis Massar, 2011",,,,,,,,,,,,Prints,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/410345,Schools,Artist,Stefano della Bella,Men,Horse Riding,Dogs,Students,,,,,Publisher,François Langlois,,,,,Teachers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437935,false,97.41.3,true,https://images.metmuseum.org/CRDImages/ep/original/DP169650.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP169650.jpg,,,,,European Paintings,Painting,"An Old Bridge at Hendon, Middlesex",,,,,,Artist,,Frederick Waters Watts,"British, Bath 1800–1870 Hampstead",,"Watts, Frederick Waters",British,1800,1870,ca. 1828,1820,1833,Oil on canvas,21 3/4 x 32 3/4 in. (55.2 x 83.2 cm),"Gift of George A. Hearn, 1897",,,,,,,,,,,,Paintings,,,2019-08-02T04:37:44.223Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/437935,Bridges,Artist,Frederick Waters Watts,Men,Dogs,Streams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437939,false,15.30.52,true,https://images.metmuseum.org/CRDImages/ep/original/DP169629.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP169629.jpg,,,,,European Paintings,Painting,The Highland Family,,,,,,Artist,,Sir David Wilkie,"British, Cults, Scotland 1785–1841 off Gibraltar",,"Wilkie, David, Sir","British, Scottish",1785,1841,1824,1824,1824,Oil on wood,24 x 36 in. (61 x 91.4 cm),"Bequest of Maria DeWitt Jesup, from the collection of her husband, Morris K. Jesup, 1914",,,,,,,,,,,,Paintings,,,2019-05-23T10:39:17.207Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/437939,Interiors,Artist,Sir David Wilkie,Infants,Men,Women,Dogs,,,,,,,,,,,Family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269559,false,51.611.500,true,https://images.metmuseum.org/CRDImages/ph/original/DP115230.jpg,https://images.metmuseum.org/CRDImages/ph/web-large/DP115230.jpg,,,,,Photographs,Photograph,[Dog],,,,,,Artist,,Unknown,American,,Unknown,,,,1880s–90s,1880,1899,Albumen silver print,,"Gift of Mrs. Robert Ingersoll Aitken, 1951",,,,,,,,,,,,Photographs,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/269559,Dogs,Artist,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12693,false,14.126.5,true,https://images.metmuseum.org/CRDImages/ad/original/DT11612.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DT11612.jpg,,,,,The American Wing,Painting,Mother and Son,American,,,,,Artist,,Thomas Sully,"American, Horncastle, Lincolnshire 1783–1872 Philadelphia, Pennsylvania",,"Sully, Thomas",American,1783,1872,1840,1840,1840,Oil on canvas,57 x 45 3/8 in. (144.8 x 115.3 cm),"Bequest of Francis T. Sully Darley, 1914",,,,,,,,,,,,Paintings,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/12693,Boys,Artist,Thomas Sully,Portraits,Mothers,Dogs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61429,true,2001.344,true,https://images.metmuseum.org/CRDImages/as/original/DT4984.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DT4984.jpg,https://images.metmuseum.org/CRDImages/as/original/2001_344_B1.JPG,,,,Asian Art,Painting,Maharana Sarup Singh Inspects a Prize Stallion,"Western India, Rajasthan, Mewar",,,,,Artist,,Tara,"Indian, active 1836–1870",,Tara,,1836,1870,1845–46,1845,1846,"Opaque watercolor, ink, and gold on paper","Image: 16 3/4 x 22 3/4 in. (42.5 x 57.8 cm)
Sheet: 19 x 24 7/8 in. (48.3 x 63.2 cm)","Cynthia Hazen Polsky and Leon B. Polsky Fund, 2001",,,,,,,,,,,,Paintings,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/61429,Tents,Artist,Tara,Men,Dogs,Horses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310515,false,1978.412.59,true,https://images.metmuseum.org/CRDImages/ao/original/DT5095.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DT5095.jpg,https://images.metmuseum.org/CRDImages/ao/original/vs1978_412_59.jpg,,,,"Arts of Africa, Oceania, and the Americas",Canine figure,Howling Canine,Remojadas,,,,,,,,,,,,,,5th–6th century,400,600,Ceramic,H. 20 x  W. 10 1/4 x D. 16 in. (50.8 x 26 x 40.6 cm),"The Michael C. Rockefeller Memorial Collection, Purchase, Nelson A. Rockefeller Gift, 1961",,,Veracruz,,Mexico,Mesoamerica,,,,,,Ceramics-Sculpture,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/310515,Dogs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327226,false,1985.357.44,true,https://images.metmuseum.org/CRDImages/an/original/DP-15182-001.jpg,https://images.metmuseum.org/CRDImages/an/web-large/DP-15182-001.jpg,https://images.metmuseum.org/CRDImages/an/original/ss1985_357_44.jpg,https://images.metmuseum.org/CRDImages/an/original/DP360677.jpg,,,Ancient Near Eastern Art,Cylinder seal,"Cylinder seal and modern impression: male worshiper, dog surmounted by a standard",Kassite,Kassite,,,,,,,,,,,,,ca. mid-2nd millennium B.C.,-1595,-1300,Carnelian,H. 0.97 in. (2.46 cm),"Gift of The Right Reverend Paul Moore Jr., 1985",,,,,,Mesopotamia,,,,,,Stone-Cylinder Seals-Inscribed,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/327226,Men,,,Cuneiform,Dogs,Seals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360154,false,51.501.6079,true,https://images.metmuseum.org/CRDImages/dp/original/DP823900.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP823900.jpg,,,,,Drawings and Prints,Print,White dog,,,,,,Etcher,,Wenceslaus Hollar,"Bohemian, Prague 1607–1677 London",,"Hollar, Wenceslaus",Bohemian,1607,1677,1649,1649,1649,Etching; only state,Plate: 3 1/16 × 4 3/4 in. (7.8 × 12.1 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1951",,,,,,,,,,,,Prints,,,2019-06-04T15:29:22.52Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/360154,Dogs,Etcher,Wenceslaus Hollar,,,,,,,,,Artist,after Adriaen Matham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473871,false,"25.120.239a, b",true,https://images.metmuseum.org/CRDImages/cl/original/DP291235.jpg,https://images.metmuseum.org/CRDImages/cl/web-large/DP291235.jpg,https://images.metmuseum.org/CRDImages/cl/original/cds-25-120-239s1.jpg,https://images.metmuseum.org/CRDImages/cl/original/cds-25-120-239s2.jpg,,,The Cloisters,Statuette,Saint Roch,French,,,,,,,,,,,,,,early 16th century,1500,1535,"Oak, paint, gilt","62 1/4 × 20 1/2 × 13 3/4 in., 140 lb. (158.1 × 52.1 × 34.9 cm, 63.5 kg)","The Cloisters Collection, 1925",Made in,,Normandy,,France,,,,,,,Sculpture-Wood,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/473871,Men,,,Dogs,Saints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467654,false,38.51.2,true,https://images.metmuseum.org/CRDImages/cl/original/DP155501.jpg,https://images.metmuseum.org/CRDImages/cl/web-large/DP155501.jpg,https://images.metmuseum.org/CRDImages/cl/original/DP155505.jpg,https://images.metmuseum.org/CRDImages/cl/original/DP155506.jpg,https://images.metmuseum.org/CRDImages/cl/original/DP155509.jpg,,The Cloisters,Tapestry,The Mystic Capture of the Unicorn (from the Unicorn Tapestries),South Netherlandish,,,,,,,,,,,,,,1495–1505,1495,1505,"Wool warp with wool, silk, silver, and gilt wefts",Overall: 78 x 25 1/2 in. (198.1 x 64.8 cm),"Gift of John D. Rockefeller Jr., 1938",,,,,,,,,,,,Textiles-Tapestries,,,2019-07-03T04:43:52.37Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/467654,Men,,,Hunting,Unicorns,Women,Dogs,https://images.metmuseum.org/CRDImages/cl/original/DP155510.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788030,false,59.533.1206,true,https://images.metmuseum.org/CRDImages/dp/original/DP883736.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP883736.jpg,,,,,Drawings and Prints,Print,A Dog Fight,,,,,,Artist,,Thomas Rowlandson,"British, London 1757–1827 London",,"Rowlandson, Thomas",,1757,1827,"May 1, 1811",1811,1811,Hand-colored etching,Sheet: 9 9/16 × 13 3/8 in. (24.3 × 34 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,,2019-02-21T03:00:46.757Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/788030,Men,Artist,Thomas Rowlandson,Spectators,Dogs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467653,false,38.51.1,true,https://images.metmuseum.org/CRDImages/cl/original/DP155501.jpg,https://images.metmuseum.org/CRDImages/cl/web-large/DP155501.jpg,https://images.metmuseum.org/CRDImages/cl/original/DP155502.jpg,https://images.metmuseum.org/CRDImages/cl/original/DP155503.jpg,https://images.metmuseum.org/CRDImages/cl/original/DP155504.jpg,,The Cloisters,Tapestry,The Mystic Capture of the Unicorn (from the Unicorn Tapestries),South Netherlandish,,,,,,,,,,,,,,1495–1505,1495,1505,"Wool warp with wool, silk, silver, and gilt wefts",Overall: 66 1/2 x 25 1/2 in. (168.9 x 64.8 cm),"Gift of John D. Rockefeller Jr., 1938",,,,,,,,,,,,Textiles-Tapestries,,,2019-07-03T04:43:52.37Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/467653,Fences,,,Women,Unicorns,Flowers,Trees,https://images.metmuseum.org/CRDImages/cl/original/DP155507.jpg,https://images.metmuseum.org/CRDImages/cl/original/DP155508.jpg,https://images.metmuseum.org/CRDImages/cl/original/DP155511.jpg,https://images.metmuseum.org/CRDImages/cl/original/DP155512.jpg,,,,,,,Men,https://images.metmuseum.org/CRDImages/cl/original/DP155513.jpg,,,,,,,,,,Horns,Dogs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459109,false,1975.1.198,true,https://images.metmuseum.org/CRDImages/rl/original/DT3128.jpg,https://images.metmuseum.org/CRDImages/rl/web-large/DT3128.jpg,https://images.metmuseum.org/CRDImages/rl/original/ep1975.1.198.bw.R.jpg,https://images.metmuseum.org/CRDImages/rl/original/2433.jpg,,,Robert Lehman Collection,Painting,Figures on the Beach,,,,,,Artist,,Auguste Renoir,"French, Limoges 1841–1919 Cagnes-sur-Mer",,"Renoir, Auguste",French,1841,1919,1890,1890,1890,Oil on canvas,20 3/4 x 25 1/4 in. (52.7 x 64.1 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,,,2019-09-16T04:58:08.56Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/459109,Women,Artist,Auguste Renoir,Dogs,Beaches,Boats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436616,true,14.40.602,true,https://images.metmuseum.org/CRDImages/ep/original/DP145899.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP145899.jpg,,,,,European Paintings,Painting,Young Man and Woman in an Inn,,,,,,Artist,,Frans Hals,"Dutch, Antwerp 1582/83–1666 Haarlem",,"Hals, Frans",Dutch,1582,1666,1623,1623,1623,Oil on canvas,41 1/2 x 31 1/4 in. (105.4 x 79.4 cm),"Bequest of Benjamin Altman, 1913",,,,,,,,,,,,Paintings,,,2019-05-23T10:39:17.207Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/436616,Happiness,Artist,Frans Hals,Men,Women,Dogs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435704,false,87.15.77,true,https://images.metmuseum.org/CRDImages/ep/original/DP123961.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP123961.jpg,,,,,European Paintings,Painting,A Limier Briquet Hound,,,,,,Artist,,Rosa Bonheur,"French, Bordeaux 1822–1899 Thomery",,"Bonheur, Rosa",French,1822,1899,ca. 1856,1856,1856,Oil on canvas,14 1/2 x 18 in. (36.8 x 45.7 cm),"Catharine Lorillard Wolfe Collection, Bequest of Catharine Lorillard Wolfe, 1887",,,,,,,,,,,,Paintings,,,2019-05-23T10:39:17.207Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/435704,Dogs,Artist,Rosa Bonheur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642422,false,2014.568,true,https://images.metmuseum.org/CRDImages/es/original/DP-895-001.jpg,https://images.metmuseum.org/CRDImages/es/web-large/DP-895-001.jpg,https://images.metmuseum.org/CRDImages/es/original/DP-895-002.jpg,https://images.metmuseum.org/CRDImages/es/original/DP-895-003.jpg,,,European Sculpture and Decorative Arts,Figure,Shock Dog (nickname for a dog of the Maltese breed),,,,,,Artist,,Anne Seymour Damer,"British, Coombe Bank, Sevenoaks, Kent 1748–1828 London",,"Damer, Anne Seymour",British,1748,1828,probably 1782,1782,1782,Carrara marble,"Overall (confirmed): 13 1/8 × 14 15/16 × 12 5/8 in., 75 lb. (33.3 × 38 × 32.1 cm, 34 kg)","Purchase, Barbara Walters Gift, in honor of Cha Cha, 2014",,,,,,,,,,,,Sculpture,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/642422,Dogs,Artist,Anne Seymour Damer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196738,false,30.143.2,true,https://images.metmuseum.org/CRDImages/es/original/265666.jpg,https://images.metmuseum.org/CRDImages/es/web-large/265666.jpg,,,,,European Sculpture and Decorative Arts,Group,Innocence Protected by Fidelity,,,,,,Artist,,Giovanni Maria Benzoni,"Italian, Songavazzo, near Clusone (Lombardy) 1809–1873 Rome",,"Benzoni, Giovanni Maria",,1809,1873,1852,1852,1852,Marble,Height: 32 1/4 in. (81.9 cm),"Gift of the Estate of Lewis M. Rutherford, 1930",,,,,,,,,,,,Sculpture,,,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/196738,Innocence,Artist,Giovanni Maria Benzoni,Girls,Dogs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788319,false,59.533.1573,true,https://images.metmuseum.org/CRDImages/dp/original/DP883986.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP883986.jpg,,,,,Drawings and Prints,Print,Irish Jaunting Car,,,,,,Artist and publisher,,Thomas Rowlandson,"British, London 1757–1827 London",,"Rowlandson, Thomas",,1757,1827,"May 1, 1814",1814,1814,Hand-colored etching,Sheet: 9 1/2 × 13 1/2 in. (24.1 × 34.3 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,,2019-02-21T03:00:46.757Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/788319,Horses,Artist and publisher,Thomas Rowlandson,Carriages,Satire,Men,Women,,,,,Artist,After Thomas H. Hull,,,,,Dogs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
